uid,用户昵称,id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
7212313237,辉夜仙女,4411294792554352,啊啊啊，是魔卡的美图！！超级喜欢小樱这么可爱的女孩子呀ヾ(●´∇｀●)ﾉ ,"https://wx2.sinaimg.cn/large/007S688Rgy1g6inb9dizxj30ku1121kx.jpg,https://wx3.sinaimg.cn/large/007S688Rgy1g6inbaovr6j30et0qo4qp.jpg,https://wx1.sinaimg.cn/large/007S688Rgy1g6inbcnr2nj30qo0snqv5.jpg,https://wx4.sinaimg.cn/large/007S688Rgy1g6inbdglwbj30jg0yj17l.jpg,https://wx4.sinaimg.cn/large/007S688Rgy1g6inbf6ir8j30jg0yje81.jpg,https://wx3.sinaimg.cn/large/007S688Rgy1g6inbfx5ygj30lj0xc4d7.jpg,https://wx1.sinaimg.cn/large/007S688Rgy1g6inbgtmfcj30j60pje07.jpg,https://wx3.sinaimg.cn/large/007S688Rgy1g6inbhxcpzj30f00qoh9p.jpg,https://wx4.sinaimg.cn/large/007S688Rgy1g6inbjcum0j30p00zd7wh.jpg",,,2019-08-31,vivo智能手机,0,0,0,,
7212313237,辉夜仙女,4405527779859717,快看作者kid岁抄袭。。。。我觉得小岁并没有抄袭圣少女吧，毕竟主线不一样，而且那只是番外，顶多是参考或者撞梗吧，更何况小岁已经道过歉了，就算你们觉得没诚意，小岁依就打了那么多的字，而且就算你们不喜欢，她也没有强求你们呀，他既没有强求你们看，也没有强求你们说好，更没有强求你们说喜欢，你们搞得好像他逼着你们去打那么多的喷文。你不看就别看，请你不要乱喷。而且还有很多人说抄袭了魔卡少女樱的，我觉得应该也没有，毕竟都是少女漫画，主线都差不多，民主都是那种圣母，人设就是这样，怪小岁吗？而且编剧也不是小岁吧，再说了，你们说小岁抄袭了，他就真的抄了吗？ 你又不是小岁。而且如果岁真的超了的话， 为什么其他的大大还会跟他一起互动？这证明其他的那些作者们也并不认为小岁他是抄袭的，而且每一部漫画都要消耗作者很大的苦心，就算你觉得不好看，那也一样是别人煞费苦心才画出来的，请你尊重一下别人，我知道你们觉得小岁不尊重你们，但是你们有尊重过他吗？请各位键盘侠们嘴下留情，别喷了。不是每一个人都有时间去看的，我理解你们尊重原作者的心情，但我也希望你们能够理解小岁的心情，画漫画真的不容易，谢谢！,https://wx1.sinaimg.cn/large/007S688Rly1g608n4m4v2j30k0168q6w.jpg,,,2019-08-15,vivo智能手机,5,8,1,,
